creator_id,creator_segment,region,channel_size,creator_tenure_months
CRT-00065,Growth,Canada,63278,10
CRT-00066,Growth,Southeast Asia,40852,31
CRT-00067,Growth,India,35370,45
CRT-00068,Emerging,US,8657,111
CRT-00069,Emerging,Other,598,92
CRT-00070,Emerging,US,1245,84
CRT-00071,Emerging,US,1559,3
CRT-00072,Emerging,India,1130,75
CRT-00073,Established,US,100000,10
CRT-00074,Emerging,Southeast Asia,2990,78
CRT-00075,Emerging,India,734,49
CRT-00076,Emerging,Southeast Asia,723,50
CRT-00077,Emerging,India,1005,45
CRT-00078,Growth,US,23977,95
CRT-00079,Growth,Other,25317,4
CRT-00080,Established,Southeast Asia,354415,90
CRT-00081,Growth,India,48263,35
CRT-00082,Emerging,US,1088,53
CRT-00083,Established,Southeast Asia,138845,81
CRT-00084,Emerging,Canada,1208,18
CRT-00085,Emerging,UK,655,19
CRT-00086,Emerging,Canada,1309,12
CRT-00087,Growth,US,16763,27
CRT-00088,Growth,Other,77933,96
CRT-00089,Emerging,US,1483,16
CRT-00090,Growth,US,20559,85
CRT-00091,Emerging,Southeast Asia,2355,62
CRT-00092,Growth,US,14530,54
CRT-00093,Emerging,India,758,98
CRT-00094,Emerging,US,1880,17
CRT-00095,Emerging,Canada,1492,6
CRT-00096,Growth,Canada,45450,93
CRT-00097,Emerging,Southeast Asia,150,16
CRT-00098,Emerging,India,2577,44
CRT-00099,Emerging,India,867,85
CRT-00100,Large,Other,1000000,94
CRT-00101,Established,Southeast Asia,100000,84
CRT-00102,Growth,India,20377,84
CRT-00103,Emerging,US,4778,46
CRT-00104,Large,US,3907377,112
CRT-00105,Established,India,529993,28
CRT-00106,Growth,UK,25414,9
CRT-00107,Emerging,Other,1458,102
CRT-00108,Emerging,Other,378,78
CRT-00109,Emerging,India,378,64
CRT-00110,Established,India,182056,96
CRT-00111,Growth,Canada,13519,88
CRT-00112,Emerging,India,674,35
CRT-00113,Emerging,Southeast Asia,1386,4
CRT-00114,Growth,UK,50826,89
CRT-00115,Emerging,US,1350,86
CRT-00116,Established,US,100000,36
CRT-00117,Growth,India,10819,41
CRT-00118,Growth,Southeast Asia,28565,77
CRT-00119,Emerging,US,809,8
CRT-00120,Growth,US,28511,82
CRT-00121,Growth,US,24292,21
CRT-00122,Growth,Other,25972,108
CRT-00123,Emerging,Other,3502,18
CRT-00124,Emerging,Other,3111,115
CRT-00125,Emerging,Other,1799,54
CRT-00126,Growth,US,17195,120
CRT-00127,Emerging,US,861,95
CRT-00128,Emerging,India,2466,84
CRT-00129,Emerging,Southeast Asia,3793,23
CRT-00130,Growth,Canada,14230,70
CRT-00131,Emerging,US,4546,25
CRT-00132,Established,Other,124511,82
CRT-00133,Growth,India,37586,45
CRT-00134,Emerging,Southeast Asia,9999,90
CRT-00135,Growth,Other,12150,38
CRT-00136,Emerging,Southeast Asia,2006,98
CRT-00137,Large,Canada,1591575,59
CRT-00138,Growth,Canada,33645,35
CRT-00139,Established,Canada,137120,119
CRT-00140,Emerging,Other,184,86
CRT-00141,Growth,India,18455,27
CRT-00142,Growth,India,32000,24
CRT-00143,Established,Other,446649,99
CRT-00144,Growth,Southeast Asia,32950,13
CRT-00145,Growth,Southeast Asia,56183,14
CRT-00146,Emerging,India,902,96
CRT-00147,Emerging,US,845,16
CRT-00148,Growth,India,31937,70
CRT-00149,Emerging,Other,992,109
CRT-00150,Emerging,US,3287,58
CRT-00151,Established,US,100000,117
CRT-00152,Established,US,333573,48
CRT-00153,Emerging,India,3520,90
CRT-00154,Growth,US,32291,31
CRT-00155,Emerging,UK,2779,45
CRT-00156,Growth,US,19446,71
CRT-00157,Emerging,US,688,45
CRT-00158,Growth,US,32083,11
CRT-00159,Growth,US,18748,44
CRT-00160,Growth,Other,31265,84
CRT-00161,Emerging,Other,1704,56
CRT-00162,Established,Canada,190909,59
CRT-00163,Emerging,Other,1678,22
CRT-00164,Emerging,US,2225,76
CRT-00165,Growth,Other,25590,58
CRT-00166,Emerging,India,914,4
CRT-00167,Established,Canada,325655,80
CRT-00168,Established,Southeast Asia,234208,45
CRT-00169,Emerging,India,1921,12
CRT-00170,Large,US,2981106,48
CRT-00171,Emerging,US,1508,62
CRT-00172,Growth,India,22649,70
CRT-00173,Emerging,India,817,68
CRT-00174,Established,Other,188514,109
CRT-00175,Emerging,US,1969,59
CRT-00176,Emerging,Southeast Asia,2044,87
CRT-00177,Emerging,Southeast Asia,1502,83
CRT-00178,Large,US,2537104,97
CRT-00179,Established,India,102458,108
CRT-00180,Growth,India,21328,92
CRT-00181,Established,India,297313,119
CRT-00182,Established,US,120563,24
CRT-00183,Growth,US,28872,89
CRT-00184,Emerging,US,1395,62
CRT-00185,Established,Other,185661,37
CRT-00186,Growth,Other,37774,89
CRT-00187,Emerging,US,1606,118
CRT-00188,Emerging,UK,513,65
CRT-00189,Growth,Other,34824,93
CRT-00190,Emerging,US,892,114
CRT-00191,Established,US,100000,4
CRT-00192,Emerging,US,2425,63
CRT-00193,Emerging,US,518,119
CRT-00194,Established,Other,160683,66
CRT-00195,Emerging,Other,1693,19
CRT-00196,Emerging,Southeast Asia,1263,15
CRT-00197,Growth,India,19689,37
CRT-00198,Established,Other,109509,10
CRT-00199,Emerging,US,729,20
CRT-00200,Emerging,US,565,8
CRT-00201,Established,US,184260,48
CRT-00202,Large,Other,1353552,18
CRT-00203,Growth,UK,13502,20
CRT-00204,Emerging,UK,1062,81
CRT-00205,Emerging,Canada,800,14
CRT-00206,Emerging,US,1659,22
CRT-00207,Emerging,India,1789,57
CRT-00208,Growth,Other,52626,13
CRT-00209,Emerging,Other,2248,2
CRT-00210,Growth,Southeast Asia,15613,74
CRT-00211,Growth,US,10000,94
CRT-00212,Growth,Other,12589,104
CRT-00213,Emerging,India,896,2
CRT-00214,Established,India,100000,4
CRT-00215,Growth,US,19770,9
CRT-00216,Growth,US,27340,61
CRT-00217,Emerging,Southeast Asia,853,93
CRT-00218,Emerging,Southeast Asia,1674,24
CRT-00219,Established,US,137984,106
CRT-00220,Emerging,US,728,110
CRT-00221,Emerging,Southeast Asia,5252,101
CRT-00222,Growth,India,26462,51
CRT-00223,Growth,India,28452,38
CRT-00224,Large,US,3580346,78
CRT-00225,Emerging,Other,2701,112
CRT-00226,Established,Other,159588,53
CRT-00227,Emerging,India,3092,59
CRT-00228,Growth,UK,21494,99
CRT-00229,Growth,Other,44717,107
CRT-00230,Emerging,US,499,60
CRT-00231,Emerging,Other,1047,117
CRT-00232,Emerging,India,1600,114
CRT-00233,Large,Southeast Asia,2552426,75
CRT-00234,Growth,Southeast Asia,17644,44
CRT-00235,Established,US,100000,107
CRT-00236,Established,Canada,262022,87
CRT-00237,Growth,Canada,24261,43
CRT-00238,Established,US,157243,11
CRT-00239,Emerging,Southeast Asia,5031,74
CRT-00240,Emerging,Other,1059,20
CRT-00241,Established,Other,145778,40
CRT-00242,Established,UK,100000,64
CRT-00243,Emerging,US,563,102
CRT-00244,Growth,India,41685,32
CRT-00245,Growth,US,18718,97
CRT-00246,Established,Other,289846,8
CRT-00247,Growth,Canada,14097,82
CRT-00248,Emerging,Other,668,30
CRT-00249,Emerging,US,654,78
CRT-00250,Emerging,Other,1961,33
CRT-00251,Growth,Other,24198,56
CRT-00252,Established,UK,102090,75
CRT-00253,Growth,Other,38454,9
CRT-00254,Emerging,India,1989,20
CRT-00255,Emerging,India,1758,105
CRT-00256,Growth,US,31182,112
CRT-00257,Established,US,119088,64
CRT-00258,Emerging,US,3666,35
CRT-00259,Emerging,UK,1235,34
CRT-00260,Growth,India,30761,116
CRT-00261,Emerging,US,1819,91
CRT-00262,Established,US,112764,51
CRT-00263,Emerging,UK,6106,55
CRT-00264,Emerging,Other,1310,88
CRT-00265,Established,India,202812,53
CRT-00266,Emerging,Canada,962,82
CRT-00267,Emerging,Other,3360,93
CRT-00268,Emerging,UK,3476,34
CRT-00269,Emerging,Canada,1520,91
CRT-00270,Emerging,Southeast Asia,414,54
CRT-00271,Emerging,Other,1174,118
CRT-00272,Emerging,US,1271,28
CRT-00273,Emerging,Canada,933,48
CRT-00274,Growth,India,16454,107
CRT-00275,Growth,US,12368,68
CRT-00276,Emerging,Canada,4345,107
CRT-00277,Emerging,Other,2424,14
CRT-00278,Growth,Other,27370,44
CRT-00279,Established,Other,134609,111
CRT-00280,Established,Canada,246734,50
CRT-00281,Emerging,Southeast Asia,1577,37
CRT-00282,Emerging,Other,971,37
CRT-00283,Emerging,US,1829,110
CRT-00284,Emerging,US,2018,36
CRT-00285,Growth,India,37936,15
CRT-00286,Emerging,Southeast Asia,658,11
CRT-00287,Emerging,UK,1891,117
CRT-00288,Emerging,Other,3435,77
CRT-00289,Growth,US,31200,115
CRT-00290,Emerging,Other,7836,93
CRT-00291,Established,Southeast Asia,178396,57
CRT-00292,Emerging,Other,338,41
CRT-00293,Established,India,119451,27
CRT-00294,Emerging,Southeast Asia,784,61
CRT-00295,Established,Canada,277936,7
CRT-00296,Established,Southeast Asia,327452,3
CRT-00297,Large,US,2180953,101
CRT-00298,Established,US,236938,76
CRT-00299,Established,US,627215,87
CRT-00300,Growth,India,17755,39
CRT-00301,Established,UK,190284,69
CRT-00302,Emerging,Southeast Asia,932,18
CRT-00303,Growth,UK,14958,61
CRT-00304,Growth,US,10000,2
CRT-00305,Established,US,432746,65
CRT-00306,Growth,Canada,18359,52
CRT-00307,Emerging,Canada,1096,45
CRT-00308,Growth,UK,33366,81
CRT-00309,Emerging,Canada,516,73
CRT-00310,Emerging,Other,687,29
CRT-00311,Growth,Other,26612,1
CRT-00312,Emerging,UK,943,21
CRT-00313,Emerging,India,482,106
CRT-00314,Emerging,US,2177,74
CRT-00315,Emerging,UK,923,81
CRT-00316,Emerging,India,1494,72
CRT-00317,Emerging,US,1401,99
CRT-00318,Growth,US,43687,37
CRT-00319,Emerging,Other,1776,53
CRT-00320,Established,US,118473,103
CRT-00321,Established,Canada,399242,15
CRT-00322,Growth,Other,21234,72
CRT-00323,Emerging,UK,698,100
CRT-00324,Growth,US,16630,98
CRT-00325,Established,Other,100000,43
CRT-00326,Growth,UK,19846,111
CRT-00327,Established,US,252204,32
CRT-00328,Growth,UK,13616,82
CRT-00329,Growth,US,63215,25
CRT-00330,Emerging,UK,223,36
CRT-00331,Growth,Other,18185,63
CRT-00332,Emerging,Southeast Asia,407,82
CRT-00333,Growth,Other,42575,34
CRT-00334,Established,India,294047,51
CRT-00335,Emerging,Other,1082,46
CRT-00336,Growth,Canada,13215,22
CRT-00337,Emerging,US,513,70
CRT-00338,Growth,Other,30485,21
CRT-00339,Emerging,Other,779,62
CRT-00340,Established,India,141885,19
CRT-00341,Emerging,Canada,1262,68
CRT-00342,Large,US,1485402,56
CRT-00343,Established,US,100000,118
CRT-00344,Growth,US,13829,72
CRT-00345,Established,India,100000,75
CRT-00346,Established,US,128473,117
CRT-00347,Established,US,209830,36
CRT-00348,Emerging,Other,1392,81
CRT-00349,Growth,India,48693,33
CRT-00350,Emerging,Other,434,28
CRT-00351,Growth,US,31357,6
CRT-00352,Emerging,US,713,101
CRT-00353,Growth,Canada,72240,61
CRT-00354,Growth,India,25515,119
CRT-00355,Growth,India,20316,10
CRT-00356,Growth,Other,30857,50
CRT-00357,Growth,India,29689,119
CRT-00358,Established,India,158266,106
CRT-00359,Growth,UK,36205,93
CRT-00360,Growth,US,57250,90
CRT-00361,Established,UK,344863,24
CRT-00362,Emerging,India,1189,38
CRT-00363,Emerging,US,5548,83
CRT-00364,Emerging,India,1969,1
CRT-00365,Growth,India,15539,115
CRT-00366,Emerging,UK,1399,84
CRT-00367,Established,Other,174546,105
CRT-00368,Growth,Canada,20523,116
CRT-00369,Emerging,India,1722,77
CRT-00370,Established,Other,100000,17
CRT-00371,Growth,Canada,59967,18
CRT-00372,Emerging,US,2185,110
CRT-00373,Emerging,US,307,56
CRT-00374,Emerging,US,2164,25
CRT-00375,Emerging,US,1909,17
CRT-00376,Emerging,India,4325,65
CRT-00377,Established,India,559290,69
CRT-00378,Emerging,Other,6087,67
CRT-00379,Emerging,India,1072,48
CRT-00380,Growth,US,35256,27
CRT-00381,Growth,Other,21158,16
CRT-00382,Established,Southeast Asia,357559,3
CRT-00383,Established,US,100000,24
CRT-00384,Growth,US,14218,21
CRT-00385,Emerging,UK,946,20
CRT-00386,Large,India,1900925,47
CRT-00387,Growth,UK,29194,64
CRT-00388,Large,Other,4838171,23
CRT-00389,Emerging,UK,796,67
CRT-00390,Established,Other,100000,81
CRT-00391,Growth,Canada,22164,49
CRT-00392,Emerging,UK,824,59
CRT-00393,Growth,US,35475,71
CRT-00394,Growth,India,57670,43
CRT-00395,Emerging,India,4221,42
CRT-00396,Growth,Southeast Asia,46384,28
CRT-00397,Established,India,141247,78
CRT-00398,Emerging,UK,1176,80
CRT-00399,Growth,India,33266,68
CRT-00400,Emerging,Southeast Asia,723,108
CRT-00401,Emerging,India,779,25
CRT-00402,Established,Other,248869,79
CRT-00403,Established,India,100000,32
CRT-00404,Emerging,Canada,3210,50
CRT-00405,Large,Southeast Asia,1496939,34
CRT-00406,Established,India,274946,4
CRT-00407,Emerging,Other,1580,61
CRT-00408,Established,Other,421895,95
CRT-00409,Emerging,Canada,244,118
CRT-00410,Large,Other,4791283,63
CRT-00411,Growth,India,49963,87
CRT-00412,Growth,Other,30965,8
CRT-00413,Emerging,Other,2032,4
CRT-00414,Established,Canada,284311,88
CRT-00415,Emerging,Other,651,59
CRT-00416,Emerging,Canada,1398,28
CRT-00417,Emerging,Southeast Asia,2729,58
CRT-00418,Established,Southeast Asia,100000,36
CRT-00419,Emerging,India,1952,30
CRT-00420,Established,UK,209449,79
CRT-00421,Growth,India,36815,80
CRT-00422,Emerging,Canada,484,23
CRT-00423,Emerging,Southeast Asia,738,107
CRT-00424,Emerging,India,438,39
CRT-00425,Growth,US,13313,76
CRT-00426,Established,US,327270,84
CRT-00427,Emerging,UK,836,61
CRT-00428,Established,India,133596,38
CRT-00429,Emerging,US,3205,112
CRT-00430,Established,India,161766,12
CRT-00431,Established,India,354419,43
CRT-00432,Established,US,105912,13
CRT-00433,Growth,US,22626,72
CRT-00434,Established,UK,115450,65
CRT-00435,Emerging,Canada,2076,55
CRT-00436,Emerging,Other,1135,120
CRT-00437,Emerging,US,2404,94
CRT-00438,Growth,India,29039,63
CRT-00439,Growth,US,10168,93
CRT-00440,Growth,Southeast Asia,23575,118
CRT-00441,Established,US,100000,79
CRT-00442,Emerging,US,1767,109
CRT-00443,Growth,Southeast Asia,35510,61
CRT-00444,Emerging,India,2269,106
CRT-00445,Emerging,Southeast Asia,1214,37
CRT-00446,Growth,UK,11895,54
CRT-00447,Large,Other,2296065,88
CRT-00448,Growth,India,32977,68
CRT-00449,Emerging,US,1157,43
CRT-00450,Growth,Southeast Asia,28078,77
CRT-00451,Emerging,US,295,17
CRT-00452,Established,US,206847,2
CRT-00453,Growth,India,25484,66
CRT-00454,Emerging,US,507,6
CRT-00455,Emerging,US,2043,3
CRT-00456,Emerging,UK,901,116
CRT-00457,Large,Other,2327680,46
CRT-00458,Growth,US,34338,53
CRT-00459,Established,Southeast Asia,242142,47
CRT-00460,Growth,Other,13761,101
CRT-00461,Growth,US,22202,50
CRT-00462,Emerging,Canada,7358,15
CRT-00463,Established,US,459236,92
CRT-00464,Emerging,Other,2611,31
CRT-00465,Growth,US,30858,39
CRT-00466,Growth,US,16415,7
CRT-00467,Growth,Other,24806,106
CRT-00468,Established,UK,154281,92
CRT-00469,Emerging,US,1251,9
CRT-00470,Growth,Canada,13052,32
CRT-00471,Emerging,Other,2874,114
CRT-00472,Growth,India,10000,95
CRT-00473,Emerging,US,2658,44
CRT-00474,Emerging,US,2699,94
CRT-00475,Emerging,Other,8616,43
CRT-00476,Emerging,US,1096,13
CRT-00477,Emerging,India,883,64
CRT-00478,Growth,US,28571,35
CRT-00479,Growth,US,35593,119
CRT-00480,Emerging,Southeast Asia,1246,65
CRT-00481,Emerging,India,519,33
CRT-00482,Emerging,US,2093,97
CRT-00483,Growth,US,26894,104
CRT-00484,Emerging,US,597,96
CRT-00485,Emerging,US,365,118
CRT-00486,Emerging,US,9654,65
CRT-00487,Growth,Canada,40783,44
CRT-00488,Emerging,US,2095,84
CRT-00489,Growth,India,25400,13
CRT-00490,Growth,Southeast Asia,37986,113
CRT-00491,Growth,Canada,15896,98
CRT-00492,Growth,UK,29723,50
CRT-00493,Growth,Other,30378,43
CRT-00494,Emerging,US,588,16
CRT-00495,Established,US,186713,55
CRT-00496,Growth,US,21886,17
CRT-00497,Emerging,US,726,18
CRT-00498,Growth,Other,20549,45
CRT-00499,Emerging,Southeast Asia,341,83
CRT-00500,Growth,Canada,45770,14
CRT-00501,Growth,Other,58756,20
CRT-00502,Established,Other,114028,106
CRT-00503,Established,India,386928,109
CRT-00504,Growth,Other,26476,65
CRT-00505,Growth,India,26766,28
CRT-00506,Established,US,100000,93
CRT-00507,Emerging,Southeast Asia,857,18
CRT-00508,Established,Other,273672,120
CRT-00509,Growth,Canada,16520,8
CRT-00510,Emerging,India,739,49
CRT-00511,Emerging,Other,892,44
CRT-00512,Established,India,100000,97
CRT-00513,Emerging,UK,1741,120
CRT-00514,Emerging,India,2229,89
CRT-00515,Emerging,US,1793,22
CRT-00516,Emerging,India,2847,31
CRT-00517,Emerging,Other,938,1
CRT-00518,Growth,Other,66542,14
CRT-00519,Emerging,US,681,29
CRT-00520,Established,US,173740,2
CRT-00521,Established,US,163744,30
CRT-00522,Emerging,Canada,1554,100
CRT-00523,Emerging,Southeast Asia,1105,25
CRT-00524,Growth,Southeast Asia,25553,118
CRT-00525,Emerging,US,778,28
CRT-00526,Emerging,US,943,47
CRT-00527,Large,Other,1000000,77
CRT-00528,Large,Southeast Asia,3477081,65
CRT-00529,Established,US,107668,22
CRT-00530,Emerging,US,904,24
CRT-00531,Growth,US,15837,30
CRT-00532,Growth,US,35769,94
CRT-00533,Emerging,US,867,83
CRT-00534,Growth,UK,10000,3
CRT-00535,Emerging,US,1676,32
CRT-00536,Emerging,India,736,17
CRT-00537,Growth,Southeast Asia,26590,90
CRT-00538,Emerging,India,2606,113
CRT-00539,Emerging,India,607,6
CRT-00540,Established,Other,192812,37
CRT-00541,Large,US,1155261,114
CRT-00542,Growth,Canada,44061,65
CRT-00543,Established,US,208433,56
CRT-00544,Large,US,1950970,54
CRT-00545,Emerging,US,496,23
CRT-00546,Emerging,UK,2440,22
CRT-00547,Emerging,India,2701,47
CRT-00548,Emerging,Canada,725,85
CRT-00549,Growth,US,29054,87
CRT-00550,Emerging,Southeast Asia,2143,109
CRT-00551,Growth,US,81551,70
CRT-00552,Emerging,US,1831,69
CRT-00553,Emerging,Southeast Asia,1338,37
CRT-00554,Established,US,181064,32
CRT-00555,Emerging,India,1240,83
CRT-00556,Emerging,Southeast Asia,2474,102
CRT-00557,Emerging,Canada,661,98
CRT-00558,Growth,UK,42887,36
CRT-00559,Growth,US,12448,60
CRT-00560,Growth,US,37540,98
CRT-00561,Emerging,India,2852,30
CRT-00562,Emerging,US,2552,103
CRT-00563,Established,India,233802,32
CRT-00564,Growth,India,32775,103
CRT-00565,Growth,India,22024,102
CRT-00566,Growth,Southeast Asia,15329,87
CRT-00567,Growth,US,30480,29
CRT-00568,Emerging,US,1415,116
CRT-00569,Emerging,US,2804,95
CRT-00570,Growth,US,25068,108
CRT-00571,Emerging,Canada,1521,75
CRT-00572,Established,US,236204,113
CRT-00573,Growth,US,35817,20
CRT-00574,Growth,Other,43230,52
CRT-00575,Established,India,112168,7
CRT-00576,Growth,US,38209,30
CRT-00577,Established,Canada,178377,3
CRT-00578,Growth,UK,37097,120
CRT-00579,Established,Other,482667,20
CRT-00580,Emerging,Other,247,17
CRT-00581,Growth,UK,49376,10
CRT-00582,Growth,US,25356,70
CRT-00583,Emerging,India,675,114
CRT-00584,Emerging,US,943,83
CRT-00585,Established,Southeast Asia,107060,100
CRT-00586,Growth,Other,34674,43
CRT-00587,Emerging,US,585,19
CRT-00588,Emerging,Other,3510,34
CRT-00589,Emerging,Southeast Asia,2329,87
CRT-00590,Emerging,US,1606,18
CRT-00591,Established,Other,100000,60
CRT-00592,Emerging,Southeast Asia,464,5
CRT-00593,Emerging,India,1256,14
CRT-00594,Growth,India,26560,118
CRT-00595,Emerging,US,2840,49
CRT-00596,Emerging,US,130,53
CRT-00597,Growth,UK,18405,36
CRT-00598,Growth,Other,40885,35
CRT-00599,Large,UK,1565858,83
CRT-00600,Growth,Other,21297,23
CRT-00601,Growth,Other,12014,62
CRT-00602,Growth,US,45672,28
CRT-00603,Established,Canada,148600,6
CRT-00604,Growth,Canada,46483,64
CRT-00605,Large,India,5531829,22
CRT-00606,Established,India,438133,30
CRT-00607,Established,Canada,194959,100
CRT-00608,Emerging,Other,909,33
CRT-00609,Growth,Other,20411,78
CRT-00610,Emerging,India,6468,119
CRT-00611,Growth,Canada,24198,49
CRT-00612,Growth,India,45550,72
CRT-00613,Large,Other,2779218,13
CRT-00614,Large,UK,1486491,13
CRT-00615,Emerging,Other,1093,90
CRT-00616,Growth,Other,48615,91
CRT-00617,Growth,India,27327,33
CRT-00618,Emerging,Other,931,10
CRT-00619,Emerging,UK,702,39
CRT-00620,Emerging,US,1730,39
CRT-00621,Established,US,145819,42
CRT-00622,Growth,UK,36204,41
CRT-00623,Large,US,11768122,109
CRT-00624,Growth,US,34858,84
CRT-00625,Large,Southeast Asia,7010172,19
CRT-00626,Emerging,US,756,10
CRT-00627,Established,India,299654,114
CRT-00628,Emerging,Canada,3657,70
CRT-00629,Growth,US,53632,25
CRT-00630,Established,UK,428293,64
CRT-00631,Established,US,200776,25
CRT-00632,Established,Other,339066,41
CRT-00633,Emerging,India,593,45
CRT-00634,Emerging,Other,4844,58
CRT-00635,Emerging,Canada,625,84
CRT-00636,Emerging,Other,3653,56
CRT-00637,Growth,Southeast Asia,45332,19
CRT-00638,Growth,India,45188,117
CRT-00639,Established,US,686491,36
CRT-00640,Established,Southeast Asia,373787,81
CRT-00641,Growth,Southeast Asia,13859,50
CRT-00642,Established,Southeast Asia,283201,36
CRT-00643,Emerging,US,295,72
CRT-00644,Emerging,Southeast Asia,1245,96
CRT-00645,Growth,India,21781,57
CRT-00646,Established,Southeast Asia,291473,54
CRT-00647,Emerging,UK,693,68
CRT-00648,Growth,India,18097,12
CRT-00649,Growth,Southeast Asia,34565,22
CRT-00650,Emerging,India,3428,17
CRT-00651,Emerging,Canada,1342,42
CRT-00652,Established,Canada,801171,68
CRT-00653,Growth,US,22660,66
CRT-00654,Emerging,US,2307,20
CRT-00655,Established,UK,243958,82
CRT-00656,Emerging,Canada,1018,100
CRT-00657,Established,US,436627,97
CRT-00658,Emerging,India,657,20
CRT-00659,Growth,India,10000,40
CRT-00660,Emerging,Canada,1210,45
CRT-00661,Emerging,US,1090,15
CRT-00662,Established,Canada,376134,67
CRT-00663,Emerging,UK,492,109
CRT-00664,Emerging,Other,2036,120
CRT-00665,Emerging,Other,1848,57
CRT-00666,Growth,India,31615,6
CRT-00667,Established,UK,371924,98
CRT-00668,Large,UK,1950475,76
CRT-00669,Emerging,Other,1396,99
CRT-00670,Emerging,Southeast Asia,1920,60
CRT-00671,Emerging,US,1234,77
CRT-00672,Growth,Other,13675,55
CRT-00673,Large,US,1487581,30
CRT-00674,Growth,Other,23635,29
CRT-00675,Growth,US,20308,93
CRT-00676,Emerging,India,1039,1
CRT-00677,Established,Other,221407,103
CRT-00678,Growth,UK,23459,97
CRT-00679,Emerging,Southeast Asia,2652,92
CRT-00680,Emerging,India,2685,91
CRT-00681,Emerging,US,199,102
CRT-00682,Emerging,US,425,14
CRT-00683,Emerging,Southeast Asia,195,60
CRT-00684,Growth,India,23460,66
CRT-00685,Growth,US,22742,60
CRT-00686,Emerging,India,1511,41
CRT-00687,Emerging,Other,2628,105
CRT-00688,Large,Other,1924313,13
CRT-00689,Growth,India,19901,46
CRT-00690,Growth,Other,26845,56
CRT-00691,Emerging,India,902,22
CRT-00692,Established,India,100000,1
CRT-00693,Emerging,India,2882,100
CRT-00694,Emerging,Other,1881,57
CRT-00695,Established,US,474186,4
CRT-00696,Growth,US,14493,18
CRT-00697,Growth,Other,11999,34
CRT-00698,Growth,Canada,16848,43
CRT-00699,Growth,Canada,32840,35
CRT-00700,Emerging,Canada,2662,46
CRT-00701,Emerging,UK,1684,29
CRT-00702,Emerging,US,1502,9
CRT-00703,Emerging,Canada,2653,119
CRT-00704,Established,US,150895,75
CRT-00705,Emerging,US,3118,24
CRT-00706,Growth,Other,72584,62
CRT-00707,Established,US,105066,49
CRT-00708,Established,US,170683,80
CRT-00709,Emerging,India,440,62
CRT-00710,Growth,Other,16604,99
CRT-00711,Large,Other,2609789,18
CRT-00712,Growth,US,11581,39
CRT-00713,Established,India,124523,70
CRT-00714,Established,Canada,374062,61
CRT-00715,Established,UK,227309,46
CRT-00716,Emerging,US,2475,94
CRT-00717,Growth,India,14090,46
CRT-00718,Emerging,Southeast Asia,1413,43
CRT-00719,Growth,US,69103,57
CRT-00720,Large,Canada,1247523,67
CRT-00721,Growth,US,21078,22
CRT-00722,Emerging,Other,2133,68
CRT-00723,Emerging,UK,652,31
CRT-00724,Large,UK,3275822,32
CRT-00725,Emerging,Canada,318,77
CRT-00726,Emerging,US,192,64
